,store,sido,gungu,store_address
2619,정촌,경남,진주시,경남 진주시 정촌면 예하리 1300-14
2620,초장,경남,진주시,경남 진주시 초전동 1704-7
2621,칠암망경,경남,진주시,경남 진주시 칠암동 491-47
2622,판문평거,경남,진주시,경남 진주시 평거동 344-6
2623,하대초전,경남,진주시,경남 진주시 하대동 306-38
2624,혁신(경남 진주),경남,진주시,경남 진주시 진주시 충무공동 282-3
2625,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7
2626,창녕,경남,창녕군,경남 창녕군 창녕읍 송현리 238-1
2627,마산현동,경남,창원시,경남 창원시 마산합포구 현동 374
2628,문화중앙,경남,창원시,경남 창원시 마산합포구 중앙동1가 1-4
2629,월영,경남,창원시,경남 창원시 마산합포구 해운동 42
2630,자산교방,경남,창원시,경남 창원시 마산합포구 자산동 301-19
2631,진동,경남,창원시,경남 창원시 마산합포구 진동면 진동리 436
2632,창동산호,경남,창원시,경남 창원시 마산합포구 산호동 338-35
2633,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14
2634,석전회성,경남,창원시,경남 창원시 마산회원구 석전동 264-56
2635,양덕(창원),경남,창원시,경남 창원시 마산회원구 양덕동 61-61
2636,합성,경남,창원시,경남 창원시 마산회원구 합성동 263-36
2637,호계,경남,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45
2638,회원,경남,창원시,경남 창원시 마산회원구 회원2동 669-4
2639,남양(창원),경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
2640,대방,경남,창원시,경남 창원시 성산구 성주동 100
2641,반송(창원),경남,창원시,경남 창원시 성산구 반지동 74-3
2642,사파,경남,창원시,경남 창원시 성산구 사파동 113-16
2643,상남,경남,창원시,경남 창원시 성산구 상남동 34-9
2644,성주안민,경남,창원시,경남 창원시 성산구 성주동 125
2645,중앙(창원 성산),경남,창원시,경남 창원시 성산구 중앙동 100-1
2646,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4
2647,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9
2648,동읍,경남,창원시,경남 창원시 의창구 동읍 용잠리 371-2
2649,무동,경남,창원시,경남 창원시 의창구 북면 무동리 145-7
2650,봉곡사림,경남,창원시,경남 창원시 의창구 봉곡동 116-4
2651,용지호수,경남,창원시,경남 창원시 의창구 용호동 73-50
2652,중동유니시티,경남,창원시,경남 창원시 의창구 서상동 666-6
2653,팔용,경남,창원시,경남 창원시 의창구 팔용동 170-9
2654,남문,경남,창원시,경남 창원시 진해구 남문동 1246-4 (골든프라자)
2655,석동덕산,경남,창원시,경남 창원시 진해구 석동 139-6
2656,웅동용원,경남,창원시,경남 창원시 진해구 용원동 1212-11
2657,자은냉천,경남,창원시,경남 창원시 진해구 자은동 135-1 (자은빌딩 103호)
2658,중앙(진해),경남,창원시,경남 창원시 진해구 여좌동 925-139
2659,진해신항,경남,창원시,경남 창원시 진해구 용원동 1340
2660,태평,경남,창원시,경남 창원시 진해구 수송동 12-14
2661,풍호,경남,창원시,경남 창원시 진해구 풍호동 305-17
2662,미수봉평,경남,통영시,경남 통영시 미수동 22-1번지 운하상가 115호
2663,북신무전,경남,통영시,경남 통영시 무전동 1033-2
2664,죽림,경남,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호
2665,하동,경남,하동군,경남 하동군 하동읍 읍내리 238
2666,칠원,경남,함안군,경남 함안군 칠원읍 구성리 650-4
2667,함안,경남,함안군,경남 함안군 가야읍 말산리 58-27
2668,함양,경남,함양군,경남 함양군 함양읍 용평리 773-1
2669,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
2670,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6
2671,서귀포남원,제주,서귀포시,제주 서귀포시 남원읍 남원리 50
2672,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3
2673,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10
2674,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1
2675,영어교육도시,제주,서귀포시,제주 서귀포시 대정읍 보성리 2476
2676,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9
2677,표선,제주,서귀포시,제주 서귀포시 표선리 633-3
2678,공항신도시,인천,중구,인천 중구 운서동 2801-3
2679,영종하늘도시,인천,중구,인천 중구 중산동 1884-4
2680,운서,인천,중구,인천 중구 운서동 2913-3
2681,공항신도시,인천,중구,인천 중구 운서동 2801-3
2682,영종하늘도시,인천,중구,인천 중구 중산동 1884-4
2683,운서,인천,중구,인천 중구 운서동 2913-3
2684,강남역,서울,강남구,서울 강남구 역삼동 619-28
2685,개포1호,서울,강남구,서울 강남구 개포동 1229-18
2686,개포2호,서울,강남구,서울 강남구 개포동 158-4
2687,논현1호(서울),서울,강남구,서울 강남구 논현동 164-16
2688,대치1호,서울,강남구,서울 강남구 대치동936
2689,대치2호,서울,강남구,서울 강남구 대치동 989-4
2690,도곡,서울,강남구,서울 강남구 도곡동 416-4
2691,삼성1호,서울,강남구,서울 강남구 삼성동 44-18
2692,세곡,서울,강남구,서울 강남구 자곡동 611
2693,압구정신사,서울,강남구,서울 강남구 신사동 640-5 대성빌딩 1층 1호
2694,역삼1호,서울,강남구,서울 강남구 역삼동 837-15
2695,일원1동,서울,강남구,서울 강남구 일원동 645
2696,일원본동,서울,강남구,서울 강남구 수서동 747 삼성아파트 상가 104호
2697,청담역,서울,강남구,서울 강남구 청담동 65 진흥아파트상가
2698,강일,서울,강동구,서울 강동구 강일동 679-3 리슈빌오피스텔
2699,고덕1호(서울),서울,강동구,서울 강동구 고덕동 650-1
2700,길1호,서울,강동구,서울 강동구 길동 347-31
2701,길동역,서울,강동구,서울 강동구 길동 388-3
2702,둔촌1호,서울,강동구,서울 강동구 둔촌동 454-5
2703,명일1호,서울,강동구,서울 강동구 명일동 328-2
2704,상일,서울,강동구,서울 강동구 고덕동 200-3
2705,상일2호,서울,강동구,서울 강동구 구천면로 640
2706,성내,서울,강동구,서울 강동구 성내2동 509-7 1층
2707,암사1호,서울,강동구,서울 강동구 암사동 504-37
2708,암사2호,서울,강동구,서울 강동구 암사동 451-18
2709,천호1호,서울,강동구,서울 강동구 천호동 571
2710,덕성여대,서울,강북구,서울 강북구 우이동 72-133
2711,미아1호,서울,강북구,서울 강북구 미아동 561-2 현대성우아파트 상가 104호
2712,미아사거리,서울,강북구,서울 강북구 미아동 55-5
2713,미아역,서울,강북구,서울 강북구 미아동 131-8
2714,번동,서울,강북구,서울 강북구 번동 169-1
2715,수유1호,서울,강북구,서울 강북구 수유동 385-2
2716,수유2호,서울,강북구,서울 강북구 수유동 57-2
2717,수유역점,서울,강북구,서울 강북구 번동 461-127
2718,가양,서울,강서구,서울 강서구 등촌동 75-1
2719,강서구청,서울,강서구,서울 강서구 화곡동 986-16
2720,까치산역,서울,강서구,서울 강서구 화곡동 343-62 라인씨티 1층
2721,등촌,서울,강서구,서울 강서구 등촌동 649-14
2722,마곡1호,서울,강서구,서울 강서구 강서로 마곡동 784-11 마곡오드카운티1차 111호
2723,마곡역,서울,강서구,서울 강서구 마곡동 774-1
2724,발산,서울,강서구,서울 강서구 내발산동 648-15
2725,방화1호,서울,강서구,서울 강서구 방화동 571-1
2726,방화2호,서울,강서구,서울 강서구 방화2동 580-27
2727,염창,서울,강서구,서울 강서구 염창동 249-5
2728,화곡2호,서울,강서구,서울 강서구 화곡동 400-45
2729,봉천1호,서울,관악구,서울 관악구 봉천동 861-7
2730,봉천2호,서울,관악구,서울 관악구 봉천동 1674-20
2731,봉천3호,서울,관악구,서울 관악구 봉천동 1632-9
2732,봉천4호,서울,관악구,서울 관악구 봉천동 931-12
2733,신림1호,서울,관악구,서울 관악구 신림동 518-56
2734,신림2호,서울,관악구,서울 관악구 신림동 1680-15
2735,신림3호,서울,관악구,서울 관악구 신림동 241-66
2736,신림4호,서울,관악구,서울 관악구 신림동 706-6
2737,건대,서울,광진구,서울 광진구 화양동 9-18
2738,광장,서울,광진구,서울 광진구 광장동 530-13
2739,구의역,서울,광진구,서울 광진구 구의동 257-70
2740,자양1호,서울,광진구,서울 광진구 자양3동 584-28
2741,자양2호,서울,광진구,서울 광진구 자양동 624-42
2742,중곡1호,서울,광진구,서울 광진구 중곡동 243-1
2743,중곡2호,서울,광진구,서울 광진구 중곡동 24-2
2744,개봉1호,서울,구로구,서울 구로구 개봉동 403-159
2745,고척1호,서울,구로구,서울 구로구 개봉1동 126-4
2746,구로2호,서울,구로구,서울 구로구 구로동 74-30
2747,구로디지털,서울,구로구,서울 구로구 구로동 826-1
2748,남구로,서울,구로구,서울 구로구 구로동 704-38
2749,동양미래대학,서울,구로구,서울 구로구 고척동 343
2750,신도림1호,서울,구로구,서울 구로구 신도림동 648 신도림6차대림아파트 상가 902동 111호
2751,오류1호,서울,구로구,서울 구로구 오류1동 10-3
2752,천왕역,서울,구로구,서울 구로구 오류동 203-1 1층
2753,항동,서울특별시,구로구,서울특별시 구로구 연동로 233 102호
2754,가산디지털,서울,금천구,서울 금천구 가산동 371-6 가산비지니스센터 2층
2755,독산1호,서울,금천구,서울 금천구 독산동 961-10
2756,독산2동,서울,금천구,서울 금천구 독산동 1059-4
2757,시흥1호,서울,금천구,서울 금천구 시흥2동 264-17
2758,시흥2호,서울,금천구,서울 금천구 시흥1동 905-5
2759,공릉1호,서울,노원구,서울 노원구 공릉동 338-6
2760,공릉2호,서울,노원구,서울 노원구 공릉동 461-1
2761,공릉3호,서울,노원구,서울 노원구 공릉동 568-27
2762,상계4단지,서울,노원구,서울 노원구 상계동 749-5
2763,상계보람,서울,노원구,서울 노원구 상계동 456-70
2764,상계역,서울,노원구,서울 노원구 중계동 137-39
2765,석계역,서울,노원구,서울 노원구 월계1동 73-13
2766,수락산역,서울,노원구,서울 노원구 상계동 1118
2767,인덕대,서울,노원구,서울 노원구 월계동 951 월계센트럴아이파크 상가동 101호
2768,중계1호,서울,노원구,서울 노원구 중계1동 360-9
2769,중계역,서울,노원구,서울 노원구 중계동 503
2770,하계1호,서울,노원구,서울 노원구 하계1동 251 청구상가 201동 101호
2771,도봉동,서울,도봉구,서울 도봉구 도봉2동 623-163
2772,방학,서울,도봉구,서울 도봉구 방학동 659-32
2773,쌍문1호,서울,도봉구,서울 도봉구 방학동 263-56
2774,쌍문역,서울,도봉구,서울 도봉구 쌍문3동 88-127
2775,창3동,서울,도봉구,서울 도봉구 창동 568-2
2776,창동,서울,도봉구,서울 도봉구 창동 296-37
2777,경희대,서울,동대문구,서울 동대문구 회기동 42-16
2778,답십리1호,서울,동대문구,서울 동대문구 답십리동 53-50
2779,서울시립대,서울,동대문구,서울 동대문구 전농동 295-5
2780,신이문,서울,동대문구,서울 동대문구 이문동 255-222
2781,안암,서울,동대문구,서울 동대문구 제기동 142-8
2782,용두,서울,동대문구,서울 동대문구 왕산로28길 55
2783,장안1호,서울,동대문구,서울 동대문구 전농동 1-171
2784,장안2호,서울,동대문구,서울 동대문구  장안동 375-3
2785,청량리역,서울,동대문구,서울 동대문구 청량리동 50-14
2786,노량진,서울,동작구,서울 동작구 노량진동 37-1
2787,사당1호,서울,동작구,서울 동작구 사당3동 155-2 1F
2788,사당3호,서울,동작구,서울 동작구 사당동 220-119
2789,상도,서울,동작구,서울 동작구 상도동 535 상도2차 두산위브트레지움아파트 상가
2790,상도터널,서울,동작구,서울 동작구 상도동 159-26
2791,숭실대,서울,동작구,서울 동작구 상도동 489-9
2792,신대방,서울,동작구,서울 동작구 신대방동 607-28
2793,신대방삼거리,서울,동작구,서울 동작구 대방동 407-46
2794,흑석1호,서울,동작구,서울 동작구 흑석동 180-6
2795,도화(서울),서울,마포구,서울 마포구 도화동 55
2796,망원2동,서울,마포구,서울 마포구 망원동 482-9
2797,상암,서울,마포구,서울 마포구 상암동 34-45
2798,성산2동,서울,마포구,서울 마포구 성산동 592
2799,신공덕,서울,마포구,서울 마포구 신공덕동 159(신공덕 래미안상가 1동109호)
2800,신수,서울,마포구,서울 마포구 신수동 451번지 세양청마루아파트 상가 101호
2801,아현,서울,마포구,서울 마포구 아현동 774 마포래미안 푸르지오 101동 상가 114호
2802,연남,서울,마포구,서울 마포구 연남동 369-20
2803,용강(서울),서울,마포구,서울 마포구 대흥동 500-10
2804,홍대,서울,마포구,서울 마포구 서교동 371-3
2805,독립문,서울,서대문구,서울 서대문구 냉천동 226
2806,명지대,서울,서대문구,서울 서대문구 남가좌동 344-7
2807,북가좌1호,서울,서대문구,서울 서대문구 북가좌동 385-8
2808,북아현1호,서울,서대문구,서울 서대문구 북아현동 1006
2809,신촌,서울,서대문구,서울 서대문구 창천동 41-14
2810,연희1호(서울),서울,서대문구,서울 서대문구 연희3동 344-26
2811,홍은1호,서울,서대문구,서울 서대문구 홍제동 279-52
2812,홍은사거리,서울,서대문구,서울 서대문구 홍제동 326-20
2813,반포1호,서울,서초구,서울 서초구 반포동 94-7
2814,반포삼호가든,서울,서초구,서울 서초구 반포동 53-7
2815,방배1호,서울,서초구,서울 서초구 방배동 761-8
2816,방배2호,서울,서초구,서울 서초구 방배동 912-8
2817,서초1호,서울,서초구,서울 서초구 서초동 1357-56
2818,서초2호,서울,서초구,서울 서초구 서초동 1669-15
2819,서초3호,서울,서초구,서울 서초구 서초동 1579-5
2820,양재1호,서울,서초구,서울 서초구 양재동 327-2
2821,우면,서울,서초구,서울 서초구 우면동 720
2822,잠원1호,서울,서초구,서울 서초구 잠원동 15-4
2823,금호역,서울,성동구,서울 성동구 금호동4가 1380
2824,성수1호,서울,성동구,서울 성동구 성수동2가 235-1
2825,성수역,서울,성동구,서울 성동구 성수동2가 289-251
2826,왕십리1호,서울,성동구,서울 성동구 하왕십리동 946-15
2827,왕십리도선,서울,성동구,서울 성동구 홍익동 131-1
2828,용답,서울,성동구,서울 성동구 용답동 60-18
2829,응봉,서울,성동구,서울 성동구 응봉동 100
2830,한양대,서울,성동구,서울 성동구 행당동 3-29
2831,길음뉴타운,서울,성북구,서울 성북구 길음동 1284-17
2832,동덕여대,서울,성북구,서울 성북구 하월곡동 17-1
2833,동소문,서울,성북구,서울 성북구 동선동5가 147-13
2834,보문,서울,성북구,서울 성북구 보문동7가 99
2835,석관장위,서울,성북구,서울 성북구 장위동 50-46
2836,정릉1호,서울,성북구,서울 성북구 정릉동 285-11
2837,정릉2호,서울,성북구,서울 성북구 정릉동 175-24
2838,종암,서울,성북구,서울 성북구 종암동 3-544
2839,한성대,서울,성북구,서울 성북구 동소문동3가 31
2840,가락2호,서울,송파구,서울 송파구 가락동 75-7
2841,거여가락1호,서울,송파구,서울 송파구 가락동 180-9
2842,마천1호,서울,송파구,서울 송파구 거여동 32-6
2843,문정법조,서울,송파구,서울 송파구 문정동 620 송파푸르지오시티 B09호
2844,방이2호,서울,송파구,서울 송파구 방이동 59-1
2845,방이역,서울,송파구,서울 송파구 오금동 41-23 성암빌딩 1층
2846,석촌,서울,송파구,서울 송파구 석촌동 163-1
2847,송파1호,서울,송파구,서울 송파구 송파동 147
2848,올림픽공원,서울,송파구,서울 송파구 풍납동 401-4
2849,위례송파,서울,송파구,서울 송파구 장지동 897
2850,잠실1호,서울,송파구,서울 송파구 잠실동 177-3
2851,잠실2호,서울,송파구,서울 송파구 신천동 11-4
2852,장지,서울,송파구,서울 송파구 문정동 102-1
2853,헬리오시티,서울,송파구,서울 송파구 가락동 913 헬리오시티 상가 3A동 01호
2854,목3동,서울,양천구,서울 양천구 목동 722-8 호성빌딩
2855,목동1호,서울,양천구,서울 양천구 목동 797-3
2856,목동2호,서울,양천구,서울 양천구 목동 909-8 이화프라자 1층 101호
2857,목동오거리,서울,양천구,서울 양천구 목동 940 현대아이파크상가 102
2858,목동파크자이,서울,양천구,서울 양천구 신정동 171-68
2859,신월1호,서울,양천구,서울 양천구 신월동 602-8
2860,신월2호,서울,양천구,서울 양천구 신월7동 972-6
2861,신월사거리,서울,양천구,서울 양천구 신월동 166-5
2862,신정1호,서울,양천구,서울 양천구 신정동 1022-5
2863,신트리,서울,양천구,서울 양천구 신정동 1267 목동뉴프라자
2864,오목교,서울,양천구,서울 양천구 신정동 1296 아이파크 상가 1층
2865,화곡1호,서울,양천구,서울 양천구 신월동 23-17
2866,당산,서울,영등포구,서울 영등포구 영등포동8가 35-1
2867,대림2호,서울,영등포구,서울 영등포구 대림동 783-1
2868,문래,서울,영등포구,서울 영등포구 문래동3가 77-34
2869,선유도역,서울,영등포구,서울 영등포구 양평동4가 147-3
2870,신길1호,서울,영등포구,서울 영등포구 신길동 296-14
2871,신길2호,서울,영등포구,서울 영등포구 신길7동 674
2872,신풍역,서울,영등포구,서울 영등포구 신길동 445-2
2873,여의도,서울,영등포구,서울 영등포구 여의도동 44-31
2874,영등포1호,서울,영등포구,서울 영등포구 신길동 232-42
2875,영등포역,서울,영등포구,서울 영등포구 영등포동3가 21-10
2876,동부이촌,서울,용산구,서울 용산구 이촌1동 301-153 오성상가 103
2877,보광,서울,용산구,서울 용산구 보광동 217-13
2878,숙대,서울,용산구,서울 용산구 청파동2가 90-11
2879,신용산역,서울,용산구,서울 용산구 한강로2가 122-5
2880,용문,서울,용산구,서울 용산구 용문동 28-26
2881,후암,서울,용산구,서울 용산구 후암동 244-59
2882,구산역,서울,은평구,서울 은평구 갈현동 464-14
2883,녹번,서울,은평구,서울 은평구 녹번동 82-47
2884,대조,서울특별시,은평구,서울특별시 은평구 대조동 231
2885,불광1동,서울,은평구,서울 은평구 불광동 554-1 라비앙프라자1층 101호
2886,신사1동,서울,은평구,서울 은평구 신사동 29-13
2887,역촌1호,서울,은평구,서울 은평구 역촌동 55-1
2888,연신내,서울,은평구,서울 은평구 불광동 484-72
2889,은평뉴타운,서울,은평구,서울 은평구 진관동 22 은평뉴타운상가 914-103호
2890,응암1동,서울,은평구,서울 은평구 응암동 236-33
2891,응암오거리,서울,은평구,서울 은평구 응암동 595-51
2892,증산(서울),서울,은평구,서울 은평구 증산동 209-18
2893,대학로,서울,종로구,서울 종로구 명륜동4가 113-1
2894,숭인,서울,종로구,서울 종로구 숭인2동 183-13
2895,안국,서울,종로구,서울 종로구 화동 138-7
2896,종로1호,서울,종로구,서울 종로구 관철동 13-13
2897,평창,서울,종로구,서울 종로구 평창동 158-1
2898,동대문1호,서울,중구,서울 중구 창신동 464-6
2899,서울시청,서울,중구,서울 중구 태평로2가 55
2900,신당1호,서울,중구,서울 중구 신당동 846
2901,약수,서울,중구,서울 중구 신당동 374-14
2902,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
2903,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
2904,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
2905,신호,부산,강서구,부산 강서구 신호동 317-15
2906,지사,부산,강서구,부산 강서구 지사동 1191-5
2907,구서1호,부산,금정구,부산 금정구 구서2동 1024-1
2908,구서역,부산,금정구,부산 금정구 구서동 457-23
2909,남산1호,부산,금정구,부산 금정구 남산동 99-6
2910,부곡1호,부산,금정구,부산 금정구 부곡동 23-15
2911,부곡2호,부산,금정구,부산 금정구 부곡1동 324-20
2912,부산대,부산,금정구,부산 금정구 금강로 장전동 418-13
2913,서동1호,부산,금정구,부산 금정구 서동 210-6
2914,장전1호,부산,금정구,부산 금정구 장전동 134-19
2915,기장,부산,기장군,부산 기장군 기장읍 동부리 134-2
2916,일광신도시,부산,기장군,부산 기장군 일광면 삼성리 833-4
2917,정관1호,부산,기장군,부산 기장군 정관읍 매학리 751-1
2918,정관2호,부산,기장군,부산 기장군 모전리 747-7
2919,대연1호,부산,남구,부산 남구 대연동 1013-8
2920,대연2호,부산,남구,부산 남구 대연동 52-7
2921,대연3호,부산,남구,부산 남구 대연동 1161-9
2922,메트로시티1호,부산,남구,부산 남구 용호동 176-30
2923,못골,부산,남구,부산 남구 대연동 1543-33
2924,문현1호,부산,남구,부산 남구 문현동 359-5
2925,문현2호,부산,남구,부산 남구 문현1동 127-56
2926,용호1호,부산,남구,부산 남구 용호동 555-19
2927,용호2호,부산,남구,부산 남구 동명로 126
2928,용호2호,부산,남구,부산 남구 용호동 396-1
2929,범일1호,부산,동구,부산 동구 범일동 833-2
2930,수정1호,부산,동구,부산 동구 수정동 844-25
2931,초량,부산,동구,부산 동구 초량동 132-1
2932,명륜(부산),부산,동래구,부산 동래구 명륜1동 673-9
2933,명장1호,부산,동래구,부산 동래구 명장동 26-24번지 국제아파트 상가 106호
2934,복천,부산,동래구,부산 동래구 복천동 476-1
2935,사직1호(부산),부산,동래구,부산 동래구 사직동 137-26
2936,사직2호,부산,동래구,부산 동래구 사직동 89-16
2937,수안,부산,동래구,부산 동래구 수안동 192-4
2938,안락2호,부산,동래구,부산 동래구 안락동 670-13
2939,온천1호,부산,동래구,부산 동래구 온천동 210-46
2940,온천2호,부산,동래구,부산 동래구 온천동 1411-47
2941,우방신세계,부산,동래구,부산 동래구 안락동 471-41
2942,가야,부산,부산진구,부산 부산진구 가야동 478
2943,개금1호,부산,부산진구,부산 부산진구 개금동 2-1
2944,개금2호,부산,부산진구,부산 부산진구 개금동 523-17
2945,당감,부산,부산진구,부산 부산진구 당감동 367-2
2946,범천,부산,부산진구,부산 부산진구 범천동 1278-11
2947,부암1호,부산,부산진구,부산 부산진구 부암동 301-33
2948,서면,부산,부산진구,부산 부산진구 부전동 266-24
2949,양정,부산,부산진구,부산 부산진구 양정동 310-6
2950,연지,부산,부산진구,부산 부산진구 연지동 40-12
2951,전포1호,부산,부산진구,부산 부산진구 전포동 337-20
2952,초읍대공원,부산,부산진구,부산 부산진구 초읍동 288-6
2953,구포1호,부산,북구,부산 북구 구포3동 1228-1
2954,구포2호,부산,북구,부산 북구 구포동 932-35
2955,금곡(부산),부산,북구,부산 북구 금곡동 57-6
2956,덕천2호,부산,북구,부산 북구 덕천3동 781-2
2957,덕천역,부산,북구,부산 북구 덕천동 402-12
2958,만덕1호,부산,북구,부산 북구 만덕동 294
2959,만덕2호,부산,북구,부산 북구 만덕3동 915-6
2960,화명1호,부산,북구,부산 북구 화명동 749
2961,화명3호,부산,북구,부산 북구 화명동 182-5(2층)
2962,화명신도시,부산,북구,부산 북구 화명동 2266-1
2963,괘법,부산,사상구,부산 사상구 괘법동 516-1
2964,덕포,부산,사상구,부산 사상구 덕포동 767-10
2965,동서대,부산,사상구,부산 사상구 주례동 55-176
2966,모라,부산,사상구,부산 사상구 모라동 1349-4
2967,신주례,부산,사상구,부산 사상구 주례2동 3-17
2968,엄궁,부산,사상구,부산 사상구 엄궁동 40-94
2969,학장,부산,사상구,부산 사상구 학장동 산149-16
2970,괴정1호,부산,사하구,부산 사하구 괴정동 487-24
2971,다대1호,부산,사하구,부산 사하구 다대동 926-7
2972,다대2호,부산,사하구,부산 사하구 다대동 1014
2973,당리괴정2호,부산,사하구,부산 사하구 괴정동 577-42
2974,신평1호,부산,사하구,부산 사하구 신평동 262-20
2975,장림,부산,사하구,부산 사하구 장림동 590
2976,하단1호,부산,사하구,부산 사하구 하단2동 506-15
2977,하단2호,부산,사하구,부산 사하구 하단동 605-42
2978,국제신도시,부산,강서구,부산 강서구 명지동 3412-6
2979,남부민,부산,서구,부산 서구 충무동2가 3-1
2980,대신,부산,서구,부산 서구 서대신동1가 163-1
2981,명지법원네오,부산,강서구,부산 강서구 명지동 3432-1 2동 102호
2982,명지신도시,부산,강서구,부산 강서구 명지동 3256-5
2983,송도감천,부산,서구,"부산 서구 암남동 64-2 상가동 108호,109호(암남동)"
2984,신호,부산,강서구,부산 강서구 신호동 317-15
2985,아미부민,부산,서구,부산 서구 부민동1가 11-3
2986,지사,부산,강서구,부산 강서구 지사동 1191-5
2987,광안1호,부산,수영구,부산 수영구 광안동 120-13
2988,광안2호,부산,수영구,부산 수영구 광안동 168-3
2989,망미1호,부산,수영구,부산 수영구 망미동 413-11
2990,민락(부산),부산,수영구,부산 수영구 민락동 165-15
2991,수영,부산,수영구,부산 수영구 수영동 503-23
2992,거제법조,부산,연제구,부산 연제구 거제동 891-14
2993,시청(부산),부산,연제구,부산 연제구 거제3동 34-19
2994,연산1호,부산,연제구,부산 연제구 연산동 479-9
2995,연산2호,부산,연제구,부산 연제구 연산4동 578-1 삼익아파트 상가 101호
2996,연산3호,부산,연제구,부산 연제구 연산동 2133-48
2997,대교남항,부산,영도구,부산 영도구 남항동1가 82
2998,동삼,부산,영도구,부산 영도구 동삼동 219-146
2999,봉래영선,부산,영도구,"부산 영도구 영선동1가 69-2, 69-3"
3000,청학,부산,영도구,부산 영도구  청학동 13-14
3001,남포부평,부산,중구,부산 중구 중앙동1가 23-6
3002,영주대청,부산,중구,부산 중구 대청동4가 82-13
3003,계명,대구시,남구,대구시 남구 양지로 107
3004,대명1호,대구,남구,대구 남구 대명동 1098-4
3005,봉덕,대구,남구,대구 남구 봉덕동 687-32
3006,앞산,대구,남구,대구 남구 대명동 336-11
3007,이천대봉,대구,남구,대구 남구 이천동 184-9
3008,감삼성당,대구,달서구,대구 달서구 감삼동 317-3
3009,대곡,대구,달서구,대구 달서구 도원동 1442-2 1층 107호
3010,대곡2지구,대구,달서구,대구 달서구 대곡동 1068
3011,두류,대구,달서구,대구 달서구 두류동 620-12
3012,상인,대구,달서구,대구 달서구 상인동 1555-1
3013,성서,대구,달서구,대구 달서구 신당동 1761-5
3014,송현(대구),대구,달서구,대구 달서구 송현1동 207-2
3015,신월성,대구,달서구,대구 달서구 월성동 1264번지 트럼프스타 B/D 106호
3016,용산,대구,달서구,대구 달서구 용산동 950-1
3017,용산새방,대구,달서구,대구 달서구 용산동 499-2
3018,월성,대구,달서구,대구 달서구 본동 1135-4
3019,장기,대구,달서구,대구 달서구 장기동 826-6
3020,진천(대구),대구,달서구,대구 달서구 진천동 504
3021,호산파호,대구,달서구,대구 달서구 호산동 357-116
3022,구지,대구,달성군,대구 달성군 구지면 응암리 1204-2
3023,논공,대구,달성군,대구 달성군 논공읍 북리 803-148
3024,다사,대구,달성군,대구 달성군 다사읍 죽곡리 809-1
3025,명곡,대구,달성군,대구 달성군 화원읍 명곡리 320-1
3026,서재세천,대구,달성군,대구 달성군 다사읍 서재리 423-15
3027,옥포(대구),대구,달성군,대구 달성군 옥포읍 교항리 2911
3028,테크노폴리스,대구,달성군,대구 달성군 유가면 봉리 606 하이젠스타 115호
3029,화원,대구,달성군,대구 달성군 화원읍 천내리 241-1
3030,대구혁신,대구,동구,대구 동구 각산동 1098-5 102호
3031,동구청,대구,동구,대구 동구 신암동 345-3
3032,동촌,대구,동구,대구 동구 검사동 1111
3033,동호,대구,동구,대구 동구 동호동 384-7
3034,방촌,대구,동구,대구 동구 방촌동 1118-121
3035,신천1호(대구),대구,동구,대구 동구 신천동 501-5
3036,신천2호,대구,동구,대구 동구 신청동 377-12
3037,율하(대구),대구,동구,대구 동구 율하동 1311번지 102호
3038,이시아,대구,동구,대구 동구 봉무동 1543
3039,지묘,대구,동구,대구 동구 지묘동 808-3
3040,지저불로,대구,동구,대구 동구 지저동 833-15
3041,관음,대구,북구,대구 북구 관음동 1383-9
3042,구암,대구,북구,대구 북구 태전동 1074-6
3043,금호지구,대구,북구,대구 북구 사수동 912
3044,도남지구,대구,북구,대구 북구 국우동 592-1
3045,동서변,대구,북구,대구 북구 동변동 669-4
3046,동천3지구,대구,북구,대구 북구 동천동 906-3
3047,복현1호,대구,북구,대구 북구 복현동 426-5
3048,복현2호,대구,북구,대구 북구 복현동 539 -110 복현서한타운 상가 103호
3049,산격,대구,북구,대구 북구 산격동 1400-20
3050,신암대현,대구,북구,대구 북구 대현동 153-4
3051,연경,대구,북구,대구 북구 연경동 949-1
3052,원대노원,대구,북구,대구 북구 노원동3가 892-1
3053,읍내(대구),대구,북구,대구 북구 읍내동 1449 202동 103호
